date,state,number
2002-06-01,"PARANÁ",115
2002-07-01,"PARANÁ",172
2002-08-01,"PARANÁ",1593
2002-09-01,"PARANÁ",1071
2002-10-01,"PARANÁ",399
2002-11-01,"PARANÁ",425
2002-12-01,"PARANÁ",165
2002-01-01,"PARAÍBA",5
2002-02-01,"PARAÍBA",18
2002-03-01,"PARAÍBA",3
2002-04-01,"PARAÍBA",1
2002-05-01,"PARAÍBA",1
2002-06-01,"PARAÍBA",1
2002-07-01,"PARAÍBA",8
2002-08-01,"PARAÍBA",38
2002-09-01,"PARAÍBA",63
2002-10-01,"PARAÍBA",193
2002-11-01,"PARAÍBA",238
2002-12-01,"PARAÍBA",163
2002-01-01,"PARÁ",144
2002-02-01,"PARÁ",120
2002-03-01,"PARÁ",14
2002-04-01,"PARÁ",11
2002-05-01,"PARÁ",18
2002-06-01,"PARÁ",149
2002-07-01,"PARÁ",772
2002-08-01,"PARÁ",15664
2002-09-01,"PARÁ",5609
2002-10-01,"PARÁ",5189
2002-11-01,"PARÁ",7996
2002-12-01,"PARÁ",3118
2002-01-01,"PERNAMBUCO",10
2002-02-01,"PERNAMBUCO",19
2002-03-01,"PERNAMBUCO",24
2002-04-01,"PERNAMBUCO",5
2002-05-01,"PERNAMBUCO",13
2002-06-01,"PERNAMBUCO",1
2002-07-01,"PERNAMBUCO",8
2002-08-01,"PERNAMBUCO",37
2002-09-01,"PERNAMBUCO",374
2002-10-01,"PERNAMBUCO",638
2002-11-01,"PERNAMBUCO",521
2002-12-01,"PERNAMBUCO",259
2002-01-01,"PIAUÍ",33
2002-02-01,"PIAUÍ",160
2002-03-01,"PIAUÍ",63
2002-04-01,"PIAUÍ",87
2002-05-01,"PIAUÍ",84
2002-06-01,"PIAUÍ",161
2002-07-01,"PIAUÍ",534
2002-08-01,"PIAUÍ",2280
2002-09-01,"PIAUÍ",2475
2002-10-01,"PIAUÍ",2757
2002-11-01,"PIAUÍ",1174
2002-12-01,"PIAUÍ",373
2002-01-01,"RIO DE JANEIRO",0
2002-02-01,"RIO DE JANEIRO",1
2002-03-01,"RIO DE JANEIRO",1
2002-04-01,"RIO DE JANEIRO",8
2002-05-01,"RIO DE JANEIRO",4
2002-06-01,"RIO DE JANEIRO",13
2002-07-01,"RIO DE JANEIRO",17
2002-08-01,"RIO DE JANEIRO",184
2002-09-01,"RIO DE JANEIRO",45
2002-10-01,"RIO DE JANEIRO",313
2002-11-01,"RIO DE JANEIRO",11
2002-12-01,"RIO DE JANEIRO",8
2002-01-01,"RIO GRANDE DO NORTE",4
2002-02-01,"RIO GRANDE DO NORTE",18
2002-03-01,"RIO GRANDE DO NORTE",3
2002-04-01,"RIO GRANDE DO NORTE",0
2002-05-01,"RIO GRANDE DO NORTE",6
2002-06-01,"RIO GRANDE DO NORTE",1
2002-07-01,"RIO GRANDE DO NORTE",7
2002-08-01,"RIO GRANDE DO NORTE",48
2002-09-01,"RIO GRANDE DO NORTE",52
2002-10-01,"RIO GRANDE DO NORTE",140
2002-11-01,"RIO GRANDE DO NORTE",178
2002-12-01,"RIO GRANDE DO NORTE",222
2002-01-01,"RIO GRANDE DO SUL",265
2002-02-01,"RIO GRANDE DO SUL",38
2002-03-01,"RIO GRANDE DO SUL",26
2002-04-01,"RIO GRANDE DO SUL",6
2002-05-01,"RIO GRANDE DO SUL",7
2002-06-01,"RIO GRANDE DO SUL",4
2002-07-01,"RIO GRANDE DO SUL",93
2002-08-01,"RIO GRANDE DO SUL",824
2002-09-01,"RIO GRANDE DO SUL",226
2002-10-01,"RIO GRANDE DO SUL",10
2002-11-01,"RIO GRANDE DO SUL",117
2002-12-01,"RIO GRANDE DO SUL",45
2002-01-01,"RONDÔNIA",6
2002-02-01,"RONDÔNIA",8
2002-03-01,"RONDÔNIA",1
2002-04-01,"RONDÔNIA",3
2002-05-01,"RONDÔNIA",10
2002-06-01,"RONDÔNIA",141
2002-07-01,"RONDÔNIA",539
2002-08-01,"RONDÔNIA",3465
2002-09-01,"RONDÔNIA",7067
2002-10-01,"RONDÔNIA",3554
2002-11-01,"RONDÔNIA",639
2002-12-01,"RONDÔNIA",91
2002-01-01,"RORAIMA",302
2002-02-01,"RORAIMA",476
2002-03-01,"RORAIMA",820
2002-04-01,"RORAIMA",41
2002-05-01,"RORAIMA",0
2002-06-01,"RORAIMA",0
2002-07-01,"RORAIMA",7
2002-08-01,"RORAIMA",7
2002-09-01,"RORAIMA",48
2002-10-01,"RORAIMA",191
2002-11-01,"RORAIMA",133
2002-12-01,"RORAIMA",199
2002-01-01,"SANTA CATARINA",22
2002-02-01,"SANTA CATARINA",5
2002-03-01,"SANTA CATARINA",12
2002-04-01,"SANTA CATARINA",7
2002-05-01,"SANTA CATARINA",3
2002-06-01,"SANTA CATARINA",0
2002-07-01,"SANTA CATARINA",82
2002-08-01,"SANTA CATARINA",702
2002-09-01,"SANTA CATARINA",416
2002-10-01,"SANTA CATARINA",42
2002-11-01,"SANTA CATARINA",348
2002-12-01,"SANTA CATARINA",76
2002-01-01,"SERGIPE",1
2002-02-01,"SERGIPE",6
2002-03-01,"SERGIPE",7
2002-04-01,"SERGIPE",12
2002-05-01,"SERGIPE",0
2002-06-01,"SERGIPE",0
2002-07-01,"SERGIPE",0
2002-08-01,"SERGIPE",2
2002-09-01,"SERGIPE",0
2002-10-01,"SERGIPE",20
2002-11-01,"SERGIPE",57
2002-12-01,"SERGIPE",103
2002-01-01,"SÃO PAULO",19
2002-02-01,"SÃO PAULO",19
2002-03-01,"SÃO PAULO",111
2002-04-01,"SÃO PAULO",178
2002-05-01,"SÃO PAULO",319
2002-06-01,"SÃO PAULO",562
2002-07-01,"SÃO PAULO",448
2002-08-01,"SÃO PAULO",719
2002-09-01,"SÃO PAULO",302
2002-10-01,"SÃO PAULO",733
2002-11-01,"SÃO PAULO",72
2002-12-01,"SÃO PAULO",57
2002-01-01,"TOCANTINS",35
2002-02-01,"TOCANTINS",48
2002-03-01,"TOCANTINS",33
2002-04-01,"TOCANTINS",37
2002-05-01,"TOCANTINS",138
2002-06-01,"TOCANTINS",396
2002-07-01,"TOCANTINS",976
2002-08-01,"TOCANTINS",3027
2002-09-01,"TOCANTINS",5314
2002-10-01,"TOCANTINS",1537
2002-11-01,"TOCANTINS",207
2002-12-01,"TOCANTINS",39
2003-01-01,"ACRE",10
2003-02-01,"ACRE",0
2003-03-01,"ACRE",0
2003-04-01,"ACRE",1
2003-05-01,"ACRE",6
2003-06-01,"ACRE",0
2003-07-01,"ACRE",168
2003-08-01,"ACRE",1976
2003-09-01,"ACRE",3942
2003-10-01,"ACRE",740
2003-11-01,"ACRE",15
2003-12-01,"ACRE",1
2003-01-01,"ALAGOAS",150
2003-02-01,"ALAGOAS",33
2003-03-01,"ALAGOAS",15
2003-04-01,"ALAGOAS",20
2003-05-01,"ALAGOAS",1
2003-06-01,"ALAGOAS",0
2003-07-01,"ALAGOAS",0
2003-08-01,"ALAGOAS",2
2003-09-01,"ALAGOAS",8
2003-10-01,"ALAGOAS",10
2003-11-01,"ALAGOAS",17
2003-12-01,"ALAGOAS",43
2003-01-01,"AMAPÁ",31
2003-02-01,"AMAPÁ",0
2003-03-01,"AMAPÁ",1
2003-04-01,"AMAPÁ",2
2003-05-01,"AMAPÁ",0
2003-06-01,"AMAPÁ",0
2003-07-01,"AMAPÁ",0
2003-08-01,"AMAPÁ",14
2003-09-01,"AMAPÁ",88
2003-10-01,"AMAPÁ",355
2003-11-01,"AMAPÁ",750
2003-12-01,"AMAPÁ",411
2003-01-01,"AMAZONAS",158
2003-02-01,"AMAZONAS",62
2003-03-01,"AMAZONAS",64
2003-04-01,"AMAZONAS",11
2003-05-01,"AMAZONAS",2
2003-06-01,"AMAZONAS",3
2003-07-01,"AMAZONAS",180
2003-08-01,"AMAZONAS",1867
2003-09-01,"AMAZONAS",1401
2003-10-01,"AMAZONAS",725
2003-11-01,"AMAZONAS",169
2003-12-01,"AMAZONAS",147
2003-01-01,"BAHIA",439
2003-02-01,"BAHIA",223
2003-03-01,"BAHIA",274
2003-04-01,"BAHIA",376
2003-05-01,"BAHIA",106
2003-06-01,"BAHIA",140
2003-07-01,"BAHIA",261
2003-08-01,"BAHIA",1039
2003-09-01,"BAHIA",8847
2003-10-01,"BAHIA",4264
2003-11-01,"BAHIA",533
2003-12-01,"BAHIA",710
2003-01-01,"CEARÁ",264
2003-02-01,"CEARÁ",9
2003-03-01,"CEARÁ",3
2003-04-01,"CEARÁ",3
2003-05-01,"CEARÁ",0
2003-06-01,"CEARÁ",2
2003-07-01,"CEARÁ",14
2003-08-01,"CEARÁ",109
2003-09-01,"CEARÁ",384
2003-10-01,"CEARÁ",1761
2003-11-01,"CEARÁ",3327
2003-12-01,"CEARÁ",2436
2003-01-01,"DISTRITO FEDERAL",0
2003-02-01,"DISTRITO FEDERAL",1
2003-03-01,"DISTRITO FEDERAL",0
2003-04-01,"DISTRITO FEDERAL",0
2003-05-01,"DISTRITO FEDERAL",0
2003-06-01,"DISTRITO FEDERAL",11
2003-07-01,"DISTRITO FEDERAL",19
2003-08-01,"DISTRITO FEDERAL",36
2003-09-01,"DISTRITO FEDERAL",17
2003-10-01,"DISTRITO FEDERAL",12
2003-11-01,"DISTRITO FEDERAL",0
2003-12-01,"DISTRITO FEDERAL",0
2003-01-01,"ESPÍRITO SANTO",4
2003-02-01,"ESPÍRITO SANTO",11
2003-03-01,"ESPÍRITO SANTO",28
2003-04-01,"ESPÍRITO SANTO",22
2003-05-01,"ESPÍRITO SANTO",1
2003-06-01,"ESPÍRITO SANTO",19
2003-07-01,"ESPÍRITO SANTO",27
2003-08-01,"ESPÍRITO SANTO",118
2003-09-01,"ESPÍRITO SANTO",252
2003-10-01,"ESPÍRITO SANTO",159
2003-11-01,"ESPÍRITO SANTO",49
2003-12-01,"ESPÍRITO SANTO",18
2003-01-01,"GOIÁS",14
2003-02-01,"GOIÁS",47
2003-03-01,"GOIÁS",29
2003-04-01,"GOIÁS",87
2003-05-01,"GOIÁS",57
2003-06-01,"GOIÁS",321
2003-07-01,"GOIÁS",322
2003-08-01,"GOIÁS",902
2003-09-01,"GOIÁS",1662
2003-10-01,"GOIÁS",1183
2003-11-01,"GOIÁS",168
2003-12-01,"GOIÁS",129
2003-01-01,"MARANHÃO",436
2003-02-01,"MARANHÃO",11
2003-03-01,"MARANHÃO",16
2003-04-01,"MARANHÃO",79
2003-05-01,"MARANHÃO",60
2003-06-01,"MARANHÃO",338
2003-07-01,"MARANHÃO",1103
2003-08-01,"MARANHÃO",2023
2003-09-01,"MARANHÃO",5878
2003-10-01,"MARANHÃO",6085
2003-11-01,"MARANHÃO",4929
2003-12-01,"MARANHÃO",2424
2003-01-01,"MATO GROSSO",182
2003-02-01,"MATO GROSSO",108
2003-03-01,"MATO GROSSO",137
2003-04-01,"MATO GROSSO",126
2003-05-01,"MATO GROSSO",74
2003-06-01,"MATO GROSSO",170
2003-07-01,"MATO GROSSO",182
2003-08-01,"MATO GROSSO",953
2003-09-01,"MATO GROSSO",1124
2003-10-01,"MATO GROSSO",541
2003-11-01,"MATO GROSSO",380
2003-12-01,"MATO GROSSO",153
2003-01-01,"MATO GROSSO DO SUL",896
2003-02-01,"MATO GROSSO DO SUL",592
2003-03-01,"MATO GROSSO DO SUL",554
2003-04-01,"MATO GROSSO DO SUL",903
2003-05-01,"MATO GROSSO DO SUL",942
2003-06-01,"MATO GROSSO DO SUL",4313
2003-07-01,"MATO GROSSO DO SUL",5435
2003-08-01,"MATO GROSSO DO SUL",11132
2003-09-01,"MATO GROSSO DO SUL",15790
2003-10-01,"MATO GROSSO DO SUL",5341
2003-11-01,"MATO GROSSO DO SUL",2097
2003-12-01,"MATO GROSSO DO SUL",1622
2003-01-01,"MINAS GERAIS",37
2003-02-01,"MINAS GERAIS",126
2003-03-01,"MINAS GERAIS",81
2003-04-01,"MINAS GERAIS",215
2003-05-01,"MINAS GERAIS",75
2003-06-01,"MINAS GERAIS",245
2003-07-01,"MINAS GERAIS",407
2003-08-01,"MINAS GERAIS",1955
2003-09-01,"MINAS GERAIS",7091
2003-10-01,"MINAS GERAIS",5391
2003-11-01,"MINAS GERAIS",399
2003-12-01,"MINAS GERAIS",225
2003-01-01,"PARANÁ",109
2003-02-01,"PARANÁ",46
2003-03-01,"PARANÁ",76
2003-04-01,"PARANÁ",130
2003-05-01,"PARANÁ",115
2003-06-01,"PARANÁ",159
2003-07-01,"PARANÁ",101
2003-08-01,"PARANÁ",1896
2003-09-01,"PARANÁ",2446
2003-10-01,"PARANÁ",1228
2003-11-01,"PARANÁ",503
2003-12-01,"PARANÁ",171
2003-01-01,"PARAÍBA",70
2003-02-01,"PARAÍBA",3
2003-03-01,"PARAÍBA",0
2003-04-01,"PARAÍBA",0
2003-05-01,"PARAÍBA",0
2003-06-01,"PARAÍBA",0
2003-07-01,"PARAÍBA",6
2003-08-01,"PARAÍBA",14
2003-09-01,"PARAÍBA",81
2003-10-01,"PARAÍBA",381
2003-11-01,"PARAÍBA",538
2003-12-01,"PARAÍBA",288
2003-01-01,"PARÁ",900
2003-02-01,"PARÁ",34
2003-03-01,"PARÁ",27
2003-04-01,"PARÁ",14
2003-05-01,"PARÁ",3
2003-06-01,"PARÁ",64
2003-07-01,"PARÁ",1571
2003-08-01,"PARÁ",6255
2003-09-01,"PARÁ",8447
2003-10-01,"PARÁ",3803
2003-11-01,"PARÁ",6195
2003-12-01,"PARÁ",4787
2003-01-01,"PERNAMBUCO",188
2003-02-01,"PERNAMBUCO",35
2003-03-01,"PERNAMBUCO",9
2003-04-01,"PERNAMBUCO",7
2003-05-01,"PERNAMBUCO",1
2003-06-01,"PERNAMBUCO",2
2003-07-01,"PERNAMBUCO",5
2003-08-01,"PERNAMBUCO",26
2003-09-01,"PERNAMBUCO",510
2003-10-01,"PERNAMBUCO",859
2003-11-01,"PERNAMBUCO",560
2003-12-01,"PERNAMBUCO",229
2003-01-01,"PIAUÍ",86
2003-02-01,"PIAUÍ",3
2003-03-01,"PIAUÍ",15
2003-04-01,"PIAUÍ",22
2003-05-01,"PIAUÍ",13
2003-06-01,"PIAUÍ",88
2003-07-01,"PIAUÍ",407
2003-08-01,"PIAUÍ",864
2003-09-01,"PIAUÍ",3399
2003-10-01,"PIAUÍ",2332
2003-11-01,"PIAUÍ",1248
2003-12-01,"PIAUÍ",459
2003-01-01,"RIO DE JANEIRO",0
2003-02-01,"RIO DE JANEIRO",10
2003-03-01,"RIO DE JANEIRO",23
2003-04-01,"RIO DE JANEIRO",11
2003-05-01,"RIO DE JANEIRO",1
2003-06-01,"RIO DE JANEIRO",13
2003-07-01,"RIO DE JANEIRO",42
2003-08-01,"RIO DE JANEIRO",191
2003-09-01,"RIO DE JANEIRO",166
2003-10-01,"RIO DE JANEIRO",81
2003-11-01,"RIO DE JANEIRO",5
2003-12-01,"RIO DE JANEIRO",10
2003-01-01,"RIO GRANDE DO NORTE",113
2003-02-01,"RIO GRANDE DO NORTE",9
2003-03-01,"RIO GRANDE DO NORTE",1
2003-04-01,"RIO GRANDE DO NORTE",2
2003-05-01,"RIO GRANDE DO NORTE",0
2003-06-01,"RIO GRANDE DO NORTE",1
2003-07-01,"RIO GRANDE DO NORTE",7
2003-08-01,"RIO GRANDE DO NORTE",97
2003-09-01,"RIO GRANDE DO NORTE",112
2003-10-01,"RIO GRANDE DO NORTE",276
2003-11-01,"RIO GRANDE DO NORTE",366
2003-12-01,"RIO GRANDE DO NORTE",278
2003-01-01,"RIO GRANDE DO SUL",58
2003-02-01,"RIO GRANDE DO SUL",13
2003-03-01,"RIO GRANDE DO SUL",27
2003-04-01,"RIO GRANDE DO SUL",30
2003-05-01,"RIO GRANDE DO SUL",18
2003-06-01,"RIO GRANDE DO SUL",14
2003-07-01,"RIO GRANDE DO SUL",55
2003-08-01,"RIO GRANDE DO SUL",1419
2003-09-01,"RIO GRANDE DO SUL",828
2003-10-01,"RIO GRANDE DO SUL",360
2003-11-01,"RIO GRANDE DO SUL",121
2003-12-01,"RIO GRANDE DO SUL",98
2003-01-01,"RONDÔNIA",62
2003-02-01,"RONDÔNIA",10
2003-03-01,"RONDÔNIA",13
2003-04-01,"RONDÔNIA",10
2003-05-01,"RONDÔNIA",21
2003-06-01,"RONDÔNIA",74
2003-07-01,"RONDÔNIA",516
2003-08-01,"RONDÔNIA",7060
2003-09-01,"RONDÔNIA",6890
2003-10-01,"RONDÔNIA",4962
2003-11-01,"RONDÔNIA",526
2003-12-01,"RONDÔNIA",214
2003-01-01,"RORAIMA",547
2003-02-01,"RORAIMA",767
2003-03-01,"RORAIMA",1131
2003-04-01,"RORAIMA",268
2003-05-01,"RORAIMA",0
2003-06-01,"RORAIMA",0
2003-07-01,"RORAIMA",0
2003-08-01,"RORAIMA",2
2003-09-01,"RORAIMA",6
2003-10-01,"RORAIMA",14
2003-11-01,"RORAIMA",27
2003-12-01,"RORAIMA",157
2003-01-01,"SANTA CATARINA",45
2003-02-01,"SANTA CATARINA",43
2003-03-01,"SANTA CATARINA",58
2003-04-01,"SANTA CATARINA",120
2003-05-01,"SANTA CATARINA",84
2003-06-01,"SANTA CATARINA",68
2003-07-01,"SANTA CATARINA",43
2003-08-01,"SANTA CATARINA",1513
2003-09-01,"SANTA CATARINA",1339
2003-10-01,"SANTA CATARINA",669
2003-11-01,"SANTA CATARINA",347
2003-12-01,"SANTA CATARINA",129
2003-01-01,"SERGIPE",198
2003-02-01,"SERGIPE",50
2003-03-01,"SERGIPE",62
2003-04-01,"SERGIPE",48
2003-05-01,"SERGIPE",2
2003-06-01,"SERGIPE",0
2003-07-01,"SERGIPE",0
2003-08-01,"SERGIPE",0
2003-09-01,"SERGIPE",3
2003-10-01,"SERGIPE",2
2003-11-01,"SERGIPE",2
2003-12-01,"SERGIPE",36
2003-01-01,"SÃO PAULO",59
2003-02-01,"SÃO PAULO",137
2003-03-01,"SÃO PAULO",86
2003-04-01,"SÃO PAULO",106
2003-05-01,"SÃO PAULO",69
2003-06-01,"SÃO PAULO",132
2003-07-01,"SÃO PAULO",171
2003-08-01,"SÃO PAULO",934
2003-09-01,"SÃO PAULO",977
2003-10-01,"SÃO PAULO",422
2003-11-01,"SÃO PAULO",155
2003-12-01,"SÃO PAULO",58
2003-01-01,"TOCANTINS",35
2003-02-01,"TOCANTINS",15
2003-03-01,"TOCANTINS",19
2003-04-01,"TOCANTINS",64
2003-05-01,"TOCANTINS",96
2003-06-01,"TOCANTINS",329
2003-07-01,"TOCANTINS",762
2003-08-01,"TOCANTINS",1339
2003-09-01,"TOCANTINS",4637
2003-10-01,"TOCANTINS",1339
2003-11-01,"TOCANTINS",146
2003-12-01,"TOCANTINS",109
2004-01-01,"ACRE",0
2004-02-01,"ACRE",3
2004-03-01,"ACRE",0
2004-04-01,"ACRE",2
2004-05-01,"ACRE",7
2004-06-01,"ACRE",5
2004-07-01,"ACRE",42
2004-08-01,"ACRE",645
2004-09-01,"ACRE",1978
2004-10-01,"ACRE",461
2004-11-01,"ACRE",10
2004-12-01,"ACRE",7
2004-01-01,"ALAGOAS",9
2004-02-01,"ALAGOAS",7
2004-03-01,"ALAGOAS",16
2004-04-01,"ALAGOAS",6
2004-05-01,"ALAGOAS",3
2004-06-01,"ALAGOAS",0
2004-07-01,"ALAGOAS",0
2004-08-01,"ALAGOAS",2
2004-09-01,"ALAGOAS",5
2004-10-01,"ALAGOAS",12
2004-11-01,"ALAGOAS",28
2004-12-01,"ALAGOAS",71
2004-01-01,"AMAPÁ",38
2004-02-01,"AMAPÁ",2
2004-03-01,"AMAPÁ",0
2004-04-01,"AMAPÁ",0
2004-05-01,"AMAPÁ",0
2004-06-01,"AMAPÁ",5
2004-07-01,"AMAPÁ",2
2004-08-01,"AMAPÁ",9
2004-09-01,"AMAPÁ",67
2004-10-01,"AMAPÁ",412
2004-11-01,"AMAPÁ",949
2004-12-01,"AMAPÁ",777
2004-01-01,"AMAZONAS",123
2004-02-01,"AMAZONAS",92
2004-03-01,"AMAZONAS",6
2004-04-01,"AMAZONAS",4
2004-05-01,"AMAZONAS",0
2004-06-01,"AMAZONAS",12
2004-07-01,"AMAZONAS",177
2004-08-01,"AMAZONAS",1207
2004-09-01,"AMAZONAS",911
2004-10-01,"AMAZONAS",710
2004-11-01,"AMAZONAS",209
2004-12-01,"AMAZONAS",53
2004-01-01,"BAHIA",158
2004-02-01,"BAHIA",122
2004-03-01,"BAHIA",115
2004-04-01,"BAHIA",89
2004-05-01,"BAHIA",124
2004-06-01,"BAHIA",289
2004-07-01,"BAHIA",310
2004-08-01,"BAHIA",1430
2004-09-01,"BAHIA",6433
2004-10-01,"BAHIA",4810
2004-11-01,"BAHIA",1736
2004-12-01,"BAHIA",423
2004-01-01,"CEARÁ",143
2004-02-01,"CEARÁ",5
2004-03-01,"CEARÁ",1
2004-04-01,"CEARÁ",2
2004-05-01,"CEARÁ",3
2004-06-01,"CEARÁ",1
2004-07-01,"CEARÁ",16
2004-08-01,"CEARÁ",61
2004-09-01,"CEARÁ",144
2004-10-01,"CEARÁ",1217
2004-11-01,"CEARÁ",2900
2004-12-01,"CEARÁ",3158
2004-01-01,"DISTRITO FEDERAL",0
2004-02-01,"DISTRITO FEDERAL",0
2004-03-01,"DISTRITO FEDERAL",0
2004-04-01,"DISTRITO FEDERAL",1
2004-05-01,"DISTRITO FEDERAL",9
2004-06-01,"DISTRITO FEDERAL",6
2004-07-01,"DISTRITO FEDERAL",37
2004-08-01,"DISTRITO FEDERAL",108
2004-09-01,"DISTRITO FEDERAL",100
2004-10-01,"DISTRITO FEDERAL",18
2004-11-01,"DISTRITO FEDERAL",0
2004-12-01,"DISTRITO FEDERAL",0
2004-01-01,"ESPÍRITO SANTO",1
2004-02-01,"ESPÍRITO SANTO",5
2004-03-01,"ESPÍRITO SANTO",3
2004-04-01,"ESPÍRITO SANTO",0
2004-05-01,"ESPÍRITO SANTO",0
2004-06-01,"ESPÍRITO SANTO",3
2004-07-01,"ESPÍRITO SANTO",4
2004-08-01,"ESPÍRITO SANTO",12
2004-09-01,"ESPÍRITO SANTO",47
2004-10-01,"ESPÍRITO SANTO",48
2004-11-01,"ESPÍRITO SANTO",42
2004-12-01,"ESPÍRITO SANTO",9
2004-01-01,"GOIÁS",10
2004-02-01,"GOIÁS",11
2004-03-01,"GOIÁS",36
2004-04-01,"GOIÁS",32
2004-05-01,"GOIÁS",157
2004-06-01,"GOIÁS",422
2004-07-01,"GOIÁS",778
2004-08-01,"GOIÁS",1498
2004-09-01,"GOIÁS",2965
2004-10-01,"GOIÁS",1275
2004-11-01,"GOIÁS",291
2004-12-01,"GOIÁS",56
2004-01-01,"MARANHÃO",241
2004-02-01,"MARANHÃO",22
2004-03-01,"MARANHÃO",18
2004-04-01,"MARANHÃO",44
2004-05-01,"MARANHÃO",145
2004-06-01,"MARANHÃO",706
2004-07-01,"MARANHÃO",1366
2004-08-01,"MARANHÃO",1889
2004-09-01,"MARANHÃO",4673
2004-10-01,"MARANHÃO",3604
2004-11-01,"MARANHÃO",6398
2004-12-01,"MARANHÃO",3255
2004-01-01,"MATO GROSSO",258
2004-02-01,"MATO GROSSO",169
2004-03-01,"MATO GROSSO",225
2004-04-01,"MATO GROSSO",97
2004-05-01,"MATO GROSSO",25
2004-06-01,"MATO GROSSO",394
2004-07-01,"MATO GROSSO",529
2004-08-01,"MATO GROSSO",1408
2004-09-01,"MATO GROSSO",2511
2004-10-01,"MATO GROSSO",960
2004-11-01,"MATO GROSSO",208
2004-12-01,"MATO GROSSO",110
2004-01-01,"MATO GROSSO DO SUL",301
2004-02-01,"MATO GROSSO DO SUL",272
2004-03-01,"MATO GROSSO DO SUL",743
2004-04-01,"MATO GROSSO DO SUL",441
2004-05-01,"MATO GROSSO DO SUL",2413
2004-06-01,"MATO GROSSO DO SUL",9813
2004-07-01,"MATO GROSSO DO SUL",11517
2004-08-01,"MATO GROSSO DO SUL",13603
2004-09-01,"MATO GROSSO DO SUL",24994
2004-10-01,"MATO GROSSO DO SUL",9295
2004-11-01,"MATO GROSSO DO SUL",2405
2004-12-01,"MATO GROSSO DO SUL",1217
2004-01-01,"MINAS GERAIS",22
2004-02-01,"MINAS GERAIS",29
2004-03-01,"MINAS GERAIS",81
2004-04-01,"MINAS GERAIS",48
2004-05-01,"MINAS GERAIS",79
2004-06-01,"MINAS GERAIS",209
2004-07-01,"MINAS GERAIS",625
2004-08-01,"MINAS GERAIS",1642
2004-09-01,"MINAS GERAIS",4339
2004-10-01,"MINAS GERAIS",2736
2004-11-01,"MINAS GERAIS",914
2004-12-01,"MINAS GERAIS",125
2004-01-01,"PARANÁ",88
2004-02-01,"PARANÁ",42
2004-03-01,"PARANÁ",83
2004-04-01,"PARANÁ",68
2004-05-01,"PARANÁ",9
2004-06-01,"PARANÁ",147
2004-07-01,"PARANÁ",148
2004-08-01,"PARANÁ",1237
2004-09-01,"PARANÁ",1360
2004-10-01,"PARANÁ",666
2004-11-01,"PARANÁ",388
2004-12-01,"PARANÁ",151
2004-01-01,"PARAÍBA",33
2004-02-01,"PARAÍBA",3
2004-03-01,"PARAÍBA",3
2004-04-01,"PARAÍBA",3
2004-05-01,"PARAÍBA",1
2004-06-01,"PARAÍBA",0
2004-07-01,"PARAÍBA",1
2004-08-01,"PARAÍBA",18
2004-09-01,"PARAÍBA",34
2004-10-01,"PARAÍBA",190
2004-11-01,"PARAÍBA",331
2004-12-01,"PARAÍBA",351
2004-01-01,"PARÁ",579
2004-02-01,"PARÁ",20
2004-03-01,"PARÁ",22
2004-04-01,"PARÁ",23
2004-05-01,"PARÁ",44
2004-06-01,"PARÁ",340
2004-07-01,"PARÁ",4436
2004-08-01,"PARÁ",12812
2004-09-01,"PARÁ",9471
2004-10-01,"PARÁ",4726
2004-11-01,"PARÁ",9842
2004-12-01,"PARÁ",5508
2004-01-01,"PERNAMBUCO",29
2004-02-01,"PERNAMBUCO",8
2004-03-01,"PERNAMBUCO",6
2004-04-01,"PERNAMBUCO",5
2004-05-01,"PERNAMBUCO",2
2004-06-01,"PERNAMBUCO",4
2004-07-01,"PERNAMBUCO",13
2004-08-01,"PERNAMBUCO",41
2004-09-01,"PERNAMBUCO",192
2004-10-01,"PERNAMBUCO",545
2004-11-01,"PERNAMBUCO",465
2004-12-01,"PERNAMBUCO",373
2004-01-01,"PIAUÍ",42
2004-02-01,"PIAUÍ",20
2004-03-01,"PIAUÍ",27
2004-04-01,"PIAUÍ",10
2004-05-01,"PIAUÍ",80
2004-06-01,"PIAUÍ",239
2004-07-01,"PIAUÍ",564
2004-08-01,"PIAUÍ",1002
2004-09-01,"PIAUÍ",2662
2004-10-01,"PIAUÍ",2144
2004-11-01,"PIAUÍ",1798
2004-12-01,"PIAUÍ",788
2004-01-01,"RIO DE JANEIRO",1
2004-02-01,"RIO DE JANEIRO",8
2004-03-01,"RIO DE JANEIRO",4
2004-04-01,"RIO DE JANEIRO",3
2004-05-01,"RIO DE JANEIRO",0
2004-06-01,"RIO DE JANEIRO",19
2004-07-01,"RIO DE JANEIRO",23
2004-08-01,"RIO DE JANEIRO",74
2004-09-01,"RIO DE JANEIRO",205
2004-10-01,"RIO DE JANEIRO",26
2004-11-01,"RIO DE JANEIRO",49
2004-12-01,"RIO DE JANEIRO",9
2004-01-01,"RIO GRANDE DO NORTE",44
2004-02-01,"RIO GRANDE DO NORTE",5
2004-03-01,"RIO GRANDE DO NORTE",1
2004-04-01,"RIO GRANDE DO NORTE",3
2004-05-01,"RIO GRANDE DO NORTE",2
2004-06-01,"RIO GRANDE DO NORTE",2
2004-07-01,"RIO GRANDE DO NORTE",5
2004-08-01,"RIO GRANDE DO NORTE",15
2004-09-01,"RIO GRANDE DO NORTE",47
2004-10-01,"RIO GRANDE DO NORTE",89
