number,date,state
0,1998-05-01,"Espirito Santo"
6,1998-06-01,"Espirito Santo"
37,1998-07-01,"Espirito Santo"
38,1998-08-01,"Espirito Santo"
108,1998-09-01,"Espirito Santo"
20,1998-10-01,"Espirito Santo"
4,1998-11-01,"Espirito Santo"
5,1998-12-01,"Espirito Santo"
33,1999-01-01,"Espirito Santo"
10,1999-02-01,"Espirito Santo"
8,1999-03-01,"Espirito Santo"
2,1999-04-01,"Espirito Santo"
16,1999-05-01,"Espirito Santo"
6,1999-06-01,"Espirito Santo"
9,1999-07-01,"Espirito Santo"
60,1999-08-01,"Espirito Santo"
64,1999-09-01,"Espirito Santo"
23,1999-10-01,"Espirito Santo"
9,1999-11-01,"Espirito Santo"
0,1999-12-01,"Espirito Santo"
5,2000-01-01,"Espirito Santo"
5,2000-02-01,"Espirito Santo"
1,2000-03-01,"Espirito Santo"
3,2000-04-01,"Espirito Santo"
2,2000-05-01,"Espirito Santo"
9,2000-06-01,"Espirito Santo"
16,2000-07-01,"Espirito Santo"
26,2000-08-01,"Espirito Santo"
14,2000-09-01,"Espirito Santo"
88,2000-10-01,"Espirito Santo"
3,2000-11-01,"Espirito Santo"
3,2000-12-01,"Espirito Santo"
1,2001-01-01,"Espirito Santo"
5,2001-02-01,"Espirito Santo"
2,2001-03-01,"Espirito Santo"
2,2001-04-01,"Espirito Santo"
8,2001-05-01,"Espirito Santo"
9,2001-06-01,"Espirito Santo"
12,2001-07-01,"Espirito Santo"
30,2001-08-01,"Espirito Santo"
38,2001-09-01,"Espirito Santo"
19,2001-10-01,"Espirito Santo"
3,2001-11-01,"Espirito Santo"
1,2001-12-01,"Espirito Santo"
2,2002-01-01,"Espirito Santo"
4,2002-02-01,"Espirito Santo"
4,2002-03-01,"Espirito Santo"
2,2002-04-01,"Espirito Santo"
5,2002-05-01,"Espirito Santo"
18,2002-06-01,"Espirito Santo"
9,2002-07-01,"Espirito Santo"
60,2002-08-01,"Espirito Santo"
46,2002-09-01,"Espirito Santo"
113,2002-10-01,"Espirito Santo"
22,2002-11-01,"Espirito Santo"
12,2002-12-01,"Espirito Santo"
4,2003-01-01,"Espirito Santo"
11,2003-02-01,"Espirito Santo"
28,2003-03-01,"Espirito Santo"
22,2003-04-01,"Espirito Santo"
1,2003-05-01,"Espirito Santo"
19,2003-06-01,"Espirito Santo"
27,2003-07-01,"Espirito Santo"
118,2003-08-01,"Espirito Santo"
252,2003-09-01,"Espirito Santo"
159,2003-10-01,"Espirito Santo"
49,2003-11-01,"Espirito Santo"
18,2003-12-01,"Espirito Santo"
1,2004-01-01,"Espirito Santo"
5,2004-02-01,"Espirito Santo"
3,2004-03-01,"Espirito Santo"
0,2004-04-01,"Espirito Santo"
0,2004-05-01,"Espirito Santo"
3,2004-06-01,"Espirito Santo"
4,2004-07-01,"Espirito Santo"
12,2004-08-01,"Espirito Santo"
47,2004-09-01,"Espirito Santo"
48,2004-10-01,"Espirito Santo"
42,2004-11-01,"Espirito Santo"
9,2004-12-01,"Espirito Santo"
4,2005-01-01,"Espirito Santo"
1,2005-02-01,"Espirito Santo"
3,2005-03-01,"Espirito Santo"
4,2005-04-01,"Espirito Santo"
5,2005-05-01,"Espirito Santo"
8,2005-06-01,"Espirito Santo"
9,2005-07-01,"Espirito Santo"
12,2005-08-01,"Espirito Santo"
8,2005-09-01,"Espirito Santo"
62,2005-10-01,"Espirito Santo"
0,2005-11-01,"Espirito Santo"
5,2005-12-01,"Espirito Santo"
13,2006-01-01,"Espirito Santo"
45,2006-02-01,"Espirito Santo"
14,2006-03-01,"Espirito Santo"
1,2006-04-01,"Espirito Santo"
0,2006-05-01,"Espirito Santo"
5,2006-06-01,"Espirito Santo"
11,2006-07-01,"Espirito Santo"
29,2006-08-01,"Espirito Santo"
87,2006-09-01,"Espirito Santo"
10,2006-10-01,"Espirito Santo"
0,2006-11-01,"Espirito Santo"
0,2006-12-01,"Espirito Santo"
0,2007-01-01,"Espirito Santo"
3,2007-02-01,"Espirito Santo"
9,2007-03-01,"Espirito Santo"
2,2007-04-01,"Espirito Santo"
1,2007-05-01,"Espirito Santo"
4,2007-06-01,"Espirito Santo"
13,2007-07-01,"Espirito Santo"
82,2007-08-01,"Espirito Santo"
63,2007-09-01,"Espirito Santo"
79,2007-10-01,"Espirito Santo"
112,2007-11-01,"Espirito Santo"
14,2007-12-01,"Espirito Santo"
12,2008-01-01,"Espirito Santo"
20,2008-02-01,"Espirito Santo"
5,2008-03-01,"Espirito Santo"
8,2008-04-01,"Espirito Santo"
2,2008-05-01,"Espirito Santo"
4,2008-06-01,"Espirito Santo"
5,2008-07-01,"Espirito Santo"
13,2008-08-01,"Espirito Santo"
78,2008-09-01,"Espirito Santo"
100,2008-10-01,"Espirito Santo"
3,2008-11-01,"Espirito Santo"
1,2008-12-01,"Espirito Santo"
4,2009-01-01,"Espirito Santo"
12,2009-02-01,"Espirito Santo"
11,2009-03-01,"Espirito Santo"
8,2009-04-01,"Espirito Santo"
7,2009-05-01,"Espirito Santo"
12,2009-06-01,"Espirito Santo"
25,2009-07-01,"Espirito Santo"
17,2009-08-01,"Espirito Santo"
57,2009-09-01,"Espirito Santo"
13,2009-10-01,"Espirito Santo"
18,2009-11-01,"Espirito Santo"
32,2009-12-01,"Espirito Santo"
52,2010-01-01,"Espirito Santo"
15,2010-02-01,"Espirito Santo"
3,2010-03-01,"Espirito Santo"
7,2010-04-01,"Espirito Santo"
3,2010-05-01,"Espirito Santo"
3,2010-06-01,"Espirito Santo"
5,2010-07-01,"Espirito Santo"
39,2010-08-01,"Espirito Santo"
53,2010-09-01,"Espirito Santo"
32,2010-10-01,"Espirito Santo"
3,2010-11-01,"Espirito Santo"
10,2010-12-01,"Espirito Santo"
3,2011-01-01,"Espirito Santo"
42,2011-02-01,"Espirito Santo"
5,2011-03-01,"Espirito Santo"
3,2011-04-01,"Espirito Santo"
2,2011-05-01,"Espirito Santo"
7,2011-06-01,"Espirito Santo"
18,2011-07-01,"Espirito Santo"
93,2011-08-01,"Espirito Santo"
108,2011-09-01,"Espirito Santo"
38,2011-10-01,"Espirito Santo"
6,2011-11-01,"Espirito Santo"
1,2011-12-01,"Espirito Santo"
1,2012-01-01,"Espirito Santo"
25,2012-02-01,"Espirito Santo"
35,2012-03-01,"Espirito Santo"
74,2012-04-01,"Espirito Santo"
20,2012-05-01,"Espirito Santo"
15,2012-06-01,"Espirito Santo"
35,2012-07-01,"Espirito Santo"
12,2012-08-01,"Espirito Santo"
48,2012-09-01,"Espirito Santo"
62,2012-10-01,"Espirito Santo"
7,2012-11-01,"Espirito Santo"
18,2012-12-01,"Espirito Santo"
10,2013-01-01,"Espirito Santo"
15,2013-02-01,"Espirito Santo"
13,2013-03-01,"Espirito Santo"
16,2013-04-01,"Espirito Santo"
14,2013-05-01,"Espirito Santo"
22,2013-06-01,"Espirito Santo"
20,2013-07-01,"Espirito Santo"
53,2013-08-01,"Espirito Santo"
30,2013-09-01,"Espirito Santo"
37,2013-10-01,"Espirito Santo"
11,2013-11-01,"Espirito Santo"
9,2013-12-01,"Espirito Santo"
11,2014-01-01,"Espirito Santo"
17,2014-02-01,"Espirito Santo"
15,2014-03-01,"Espirito Santo"
15,2014-04-01,"Espirito Santo"
18,2014-05-01,"Espirito Santo"
9,2014-06-01,"Espirito Santo"
17,2014-07-01,"Espirito Santo"
47,2014-08-01,"Espirito Santo"
61,2014-09-01,"Espirito Santo"
89,2014-10-01,"Espirito Santo"
20,2014-11-01,"Espirito Santo"
28,2014-12-01,"Espirito Santo"
76,2015-01-01,"Espirito Santo"
60,2015-02-01,"Espirito Santo"
25,2015-03-01,"Espirito Santo"
33,2015-04-01,"Espirito Santo"
17,2015-05-01,"Espirito Santo"
18,2015-06-01,"Espirito Santo"
30,2015-07-01,"Espirito Santo"
35,2015-08-01,"Espirito Santo"
228,2015-09-01,"Espirito Santo"
307,2015-10-01,"Espirito Santo"
141,2015-11-01,"Espirito Santo"
61,2015-12-01,"Espirito Santo"
43,2016-01-01,"Espirito Santo"
24,2016-02-01,"Espirito Santo"
107,2016-03-01,"Espirito Santo"
57,2016-04-01,"Espirito Santo"
48,2016-05-01,"Espirito Santo"
49,2016-06-01,"Espirito Santo"
42,2016-07-01,"Espirito Santo"
78,2016-08-01,"Espirito Santo"
128,2016-09-01,"Espirito Santo"
58,2016-10-01,"Espirito Santo"
8,2016-11-01,"Espirito Santo"
12,2016-12-01,"Espirito Santo"
13,2017-01-01,"Espirito Santo"
8,2017-02-01,"Espirito Santo"
9,2017-03-01,"Espirito Santo"
7,2017-04-01,"Espirito Santo"
10,2017-05-01,"Espirito Santo"
37,2017-06-01,"Espirito Santo"
3,2017-07-01,"Espirito Santo"
30,2017-08-01,"Espirito Santo"
58,2017-09-01,"Espirito Santo"
56,2017-10-01,"Espirito Santo"
3,2017-11-01,"Espirito Santo"
0,1998-01-01,"Goias"
0,1998-02-01,"Goias"
0,1998-03-01,"Goias"
0,1998-04-01,"Goias"
0,1998-05-01,"Goias"
172,1998-06-01,"Goias"
512,1998-07-01,"Goias"
2218,1998-08-01,"Goias"
2867,1998-09-01,"Goias"
1034,1998-10-01,"Goias"
47,1998-11-01,"Goias"
13,1998-12-01,"Goias"
14,1999-01-01,"Goias"
334,1999-02-01,"Goias"
1,1999-03-01,"Goias"
25,1999-04-01,"Goias"
99,1999-05-01,"Goias"
250,1999-06-01,"Goias"
311,1999-07-01,"Goias"
1198,1999-08-01,"Goias"
1898,1999-09-01,"Goias"
743,1999-10-01,"Goias"
110,1999-11-01,"Goias"
20,1999-12-01,"Goias"
10,2000-01-01,"Goias"
11,2000-02-01,"Goias"
4,2000-03-01,"Goias"
16,2000-04-01,"Goias"
58,2000-05-01,"Goias"
222,2000-06-01,"Goias"
332,2000-07-01,"Goias"
925,2000-08-01,"Goias"
1293,2000-09-01,"Goias"
905,2000-10-01,"Goias"
26,2000-11-01,"Goias"
6,2000-12-01,"Goias"
29,2001-01-01,"Goias"
9,2001-02-01,"Goias"
10,2001-03-01,"Goias"
49,2001-04-01,"Goias"
85,2001-05-01,"Goias"
212,2001-06-01,"Goias"
371,2001-07-01,"Goias"
787,2001-08-01,"Goias"
1863,2001-09-01,"Goias"
479,2001-10-01,"Goias"
15,2001-11-01,"Goias"
18,2001-12-01,"Goias"
12,2002-01-01,"Goias"
9,2002-02-01,"Goias"
48,2002-03-01,"Goias"
78,2002-04-01,"Goias"
171,2002-05-01,"Goias"
302,2002-06-01,"Goias"
686,2002-07-01,"Goias"
1428,2002-08-01,"Goias"
3520,2002-09-01,"Goias"
1367,2002-10-01,"Goias"
192,2002-11-01,"Goias"
115,2002-12-01,"Goias"
14,2003-01-01,"Goias"
47,2003-02-01,"Goias"
29,2003-03-01,"Goias"
87,2003-04-01,"Goias"
57,2003-05-01,"Goias"
321,2003-06-01,"Goias"
322,2003-07-01,"Goias"
902,2003-08-01,"Goias"
1662,2003-09-01,"Goias"
1183,2003-10-01,"Goias"
168,2003-11-01,"Goias"
129,2003-12-01,"Goias"
10,2004-01-01,"Goias"
11,2004-02-01,"Goias"
36,2004-03-01,"Goias"
32,2004-04-01,"Goias"
157,2004-05-01,"Goias"
422,2004-06-01,"Goias"
778,2004-07-01,"Goias"
1498,2004-08-01,"Goias"
2965,2004-09-01,"Goias"
1275,2004-10-01,"Goias"
291,2004-11-01,"Goias"
56,2004-12-01,"Goias"
27,2005-01-01,"Goias"
84,2005-02-01,"Goias"
36,2005-03-01,"Goias"
55,2005-04-01,"Goias"
164,2005-05-01,"Goias"
189,2005-06-01,"Goias"
363,2005-07-01,"Goias"
639,2005-08-01,"Goias"
1341,2005-09-01,"Goias"
1717,2005-10-01,"Goias"
144,2005-11-01,"Goias"
5,2005-12-01,"Goias"
85,2006-01-01,"Goias"
21,2006-02-01,"Goias"
29,2006-03-01,"Goias"
22,2006-04-01,"Goias"
33,2006-05-01,"Goias"
70,2006-06-01,"Goias"
169,2006-07-01,"Goias"
588,2006-08-01,"Goias"
1463,2006-09-01,"Goias"
178,2006-10-01,"Goias"
91,2006-11-01,"Goias"
7,2006-12-01,"Goias"
28,2007-01-01,"Goias"
13,2007-02-01,"Goias"
49,2007-03-01,"Goias"
17,2007-04-01,"Goias"
94,2007-05-01,"Goias"
186,2007-06-01,"Goias"
399,2007-07-01,"Goias"
2382,2007-08-01,"Goias"
3745,2007-09-01,"Goias"
1195,2007-10-01,"Goias"
79,2007-11-01,"Goias"
16,2007-12-01,"Goias"
23,2008-01-01,"Goias"
25,2008-02-01,"Goias"
20,2008-03-01,"Goias"
36,2008-04-01,"Goias"
41,2008-05-01,"Goias"
55,2008-06-01,"Goias"
193,2008-07-01,"Goias"
568,2008-08-01,"Goias"
1255,2008-09-01,"Goias"
1231,2008-10-01,"Goias"
90,2008-11-01,"Goias"
6,2008-12-01,"Goias"
30,2009-01-01,"Goias"
29,2009-02-01,"Goias"
32,2009-03-01,"Goias"
11,2009-04-01,"Goias"
104,2009-05-01,"Goias"
179,2009-06-01,"Goias"
470,2009-07-01,"Goias"
647,2009-08-01,"Goias"
685,2009-09-01,"Goias"
367,2009-10-01,"Goias"
89,2009-11-01,"Goias"
39,2009-12-01,"Goias"
59,2010-01-01,"Goias"
86,2010-02-01,"Goias"
65,2010-03-01,"Goias"
105,2010-04-01,"Goias"
239,2010-05-01,"Goias"
278,2010-06-01,"Goias"
941,2010-07-01,"Goias"
2914,2010-08-01,"Goias"
5075,2010-09-01,"Goias"
1227,2010-10-01,"Goias"
67,2010-11-01,"Goias"
48,2010-12-01,"Goias"
39,2011-01-01,"Goias"
45,2011-02-01,"Goias"
19,2011-03-01,"Goias"
71,2011-04-01,"Goias"
136,2011-05-01,"Goias"
314,2011-06-01,"Goias"
607,2011-07-01,"Goias"
1613,2011-08-01,"Goias"
2259,2011-09-01,"Goias"
476,2011-10-01,"Goias"
59,2011-11-01,"Goias"
39,2011-12-01,"Goias"
21,2012-01-01,"Goias"
37,2012-02-01,"Goias"
57,2012-03-01,"Goias"
89,2012-04-01,"Goias"
103,2012-05-01,"Goias"
245,2012-06-01,"Goias"
564,2012-07-01,"Goias"
912,2012-08-01,"Goias"
2452,2012-09-01,"Goias"
1524,2012-10-01,"Goias"
57,2012-11-01,"Goias"
93,2012-12-01,"Goias"
33,2013-01-01,"Goias"
86,2013-02-01,"Goias"
79,2013-03-01,"Goias"
42,2013-04-01,"Goias"
150,2013-05-01,"Goias"
192,2013-06-01,"Goias"
350,2013-07-01,"Goias"
488,2013-08-01,"Goias"
684,2013-09-01,"Goias"
606,2013-10-01,"Goias"
183,2013-11-01,"Goias"
86,2013-12-01,"Goias"
80,2014-01-01,"Goias"
44,2014-02-01,"Goias"
80,2014-03-01,"Goias"
138,2014-04-01,"Goias"
210,2014-05-01,"Goias"
318,2014-06-01,"Goias"
446,2014-07-01,"Goias"
1255,2014-08-01,"Goias"
1687,2014-09-01,"Goias"
1947,2014-10-01,"Goias"
181,2014-11-01,"Goias"
68,2014-12-01,"Goias"
118,2015-01-01,"Goias"
53,2015-02-01,"Goias"
76,2015-03-01,"Goias"
89,2015-04-01,"Goias"
129,2015-05-01,"Goias"
277,2015-06-01,"Goias"
347,2015-07-01,"Goias"
943,2015-08-01,"Goias"
2296,2015-09-01,"Goias"
1807,2015-10-01,"Goias"
547,2015-11-01,"Goias"
179,2015-12-01,"Goias"
52,2016-01-01,"Goias"
117,2016-02-01,"Goias"
136,2016-03-01,"Goias"
167,2016-04-01,"Goias"
233,2016-05-01,"Goias"
289,2016-06-01,"Goias"
837,2016-07-01,"Goias"
1032,2016-08-01,"Goias"
1703,2016-09-01,"Goias"
522,2016-10-01,"Goias"
123,2016-11-01,"Goias"
64,2016-12-01,"Goias"
53,2017-01-01,"Goias"
75,2017-02-01,"Goias"
115,2017-03-01,"Goias"
60,2017-04-01,"Goias"
135,2017-05-01,"Goias"
442,2017-06-01,"Goias"
577,2017-07-01,"Goias"
1492,2017-08-01,"Goias"
3238,2017-09-01,"Goias"
2401,2017-10-01,"Goias"
117,2017-11-01,"Goias"
0,1998-01-01,"Maranhao"
0,1998-02-01,"Maranhao"
0,1998-03-01,"Maranhao"
0,1998-04-01,"Maranhao"
0,1998-05-01,"Maranhao"
78,1998-06-01,"Maranhao"
274,1998-07-01,"Maranhao"
1176,1998-08-01,"Maranhao"
3935,1998-09-01,"Maranhao"
5137,1998-10-01,"Maranhao"
2237,1998-11-01,"Maranhao"
1399,1998-12-01,"Maranhao"
54,1999-01-01,"Maranhao"
6,1999-02-01,"Maranhao"
17,1999-03-01,"Maranhao"
4,1999-04-01,"Maranhao"
3,1999-05-01,"Maranhao"
32,1999-06-01,"Maranhao"
258,1999-07-01,"Maranhao"
895,1999-08-01,"Maranhao"
1739,1999-09-01,"Maranhao"
3208,1999-10-01,"Maranhao"
1494,1999-11-01,"Maranhao"
1001,1999-12-01,"Maranhao"
19,2000-01-01,"Maranhao"
11,2000-02-01,"Maranhao"
6,2000-03-01,"Maranhao"
6,2000-04-01,"Maranhao"
28,2000-05-01,"Maranhao"
94,2000-06-01,"Maranhao"
233,2000-07-01,"Maranhao"
839,2000-08-01,"Maranhao"
1365,2000-09-01,"Maranhao"
2654,2000-10-01,"Maranhao"
2267,2000-11-01,"Maranhao"
1461,2000-12-01,"Maranhao"
29,2001-01-01,"Maranhao"
1,2001-02-01,"Maranhao"
0,2001-03-01,"Maranhao"
2,2001-04-01,"Maranhao"
21,2001-05-01,"Maranhao"
100,2001-06-01,"Maranhao"
549,2001-07-01,"Maranhao"
2037,2001-08-01,"Maranhao"
4618,2001-09-01,"Maranhao"
6661,2001-10-01,"Maranhao"
3525,2001-11-01,"Maranhao"
1296,2001-12-01,"Maranhao"
48,2002-01-01,"Maranhao"
116,2002-02-01,"Maranhao"
16,2002-03-01,"Maranhao"
28,2002-04-01,"Maranhao"
71,2002-05-01,"Maranhao"
230,2002-06-01,"Maranhao"
1271,2002-07-01,"Maranhao"
3481,2002-08-01,"Maranhao"
3181,2002-09-01,"Maranhao"
5182,2002-10-01,"Maranhao"
5830,2002-11-01,"Maranhao"
2165,2002-12-01,"Maranhao"
436,2003-01-01,"Maranhao"
11,2003-02-01,"Maranhao"
16,2003-03-01,"Maranhao"
79,2003-04-01,"Maranhao"
60,2003-05-01,"Maranhao"
338,2003-06-01,"Maranhao"
1103,2003-07-01,"Maranhao"
2023,2003-08-01,"Maranhao"
5878,2003-09-01,"Maranhao"
6085,2003-10-01,"Maranhao"
4929,2003-11-01,"Maranhao"
2424,2003-12-01,"Maranhao"
241,2004-01-01,"Maranhao"
22,2004-02-01,"Maranhao"
18,2004-03-01,"Maranhao"
44,2004-04-01,"Maranhao"
145,2004-05-01,"Maranhao"
706,2004-06-01,"Maranhao"
1366,2004-07-01,"Maranhao"
1889,2004-08-01,"Maranhao"
4673,2004-09-01,"Maranhao"
3604,2004-10-01,"Maranhao"
6398,2004-11-01,"Maranhao"
3255,2004-12-01,"Maranhao"
450,2005-01-01,"Maranhao"
56,2005-02-01,"Maranhao"
9,2005-03-01,"Maranhao"
43,2005-04-01,"Maranhao"
74,2005-05-01,"Maranhao"
529,2005-06-01,"Maranhao"
1152,2005-07-01,"Maranhao"
2239,2005-08-01,"Maranhao"
6292,2005-09-01,"Maranhao"
6472,2005-10-01,"Maranhao"
4769,2005-11-01,"Maranhao"
1660,2005-12-01,"Maranhao"
221,2006-01-01,"Maranhao"
22,2006-02-01,"Maranhao"
14,2006-03-01,"Maranhao"
9,2006-04-01,"Maranhao"
5,2006-05-01,"Maranhao"
131,2006-06-01,"Maranhao"
512,2006-07-01,"Maranhao"
1382,2006-08-01,"Maranhao"
2907,2006-09-01,"Maranhao"
3024,2006-10-01,"Maranhao"
2004,2006-11-01,"Maranhao"
1052,2006-12-01,"Maranhao"
428,2007-01-01,"Maranhao"
13,2007-02-01,"Maranhao"
52,2007-03-01,"Maranhao"
5,2007-04-01,"Maranhao"
73,2007-05-01,"Maranhao"
515,2007-06-01,"Maranhao"
1205,2007-07-01,"Maranhao"
8409,2007-08-01,"Maranhao"
8524,2007-09-01,"Maranhao"
4772,2007-10-01,"Maranhao"
2297,2007-11-01,"Maranhao"
800,2007-12-01,"Maranhao"
121,2008-01-01,"Maranhao"
45,2008-02-01,"Maranhao"
4,2008-03-01,"Maranhao"
26,2008-04-01,"Maranhao"
26,2008-05-01,"Maranhao"
235,2008-06-01,"Maranhao"
502,2008-07-01,"Maranhao"
713,2008-08-01,"Maranhao"
2761,2008-09-01,"Maranhao"
3498,2008-10-01,"Maranhao"
2331,2008-11-01,"Maranhao"
1101,2008-12-01,"Maranhao"
240,2009-01-01,"Maranhao"
20,2009-02-01,"Maranhao"
33,2009-03-01,"Maranhao"
14,2009-04-01,"Maranhao"
19,2009-05-01,"Maranhao"
279,2009-06-01,"Maranhao"
972,2009-07-01,"Maranhao"
1766,2009-08-01,"Maranhao"
2404,2009-09-01,"Maranhao"
1861,2009-10-01,"Maranhao"
5,2009-11-01,"Maranhao"
1768,2009-12-01,"Maranhao"
319,2010-01-01,"Maranhao"
93,2010-02-01,"Maranhao"
82,2010-03-01,"Maranhao"
128,2010-04-01,"Maranhao"
273,2010-05-01,"Maranhao"
494,2010-06-01,"Maranhao"
2323,2010-07-01,"Maranhao"
6353,2010-08-01,"Maranhao"
9795,2010-09-01,"Maranhao"
3228,2010-10-01,"Maranhao"
4005,2010-11-01,"Maranhao"
1803,2010-12-01,"Maranhao"
124,2011-01-01,"Maranhao"
9,2011-02-01,"Maranhao"
22,2011-03-01,"Maranhao"
37,2011-04-01,"Maranhao"
73,2011-05-01,"Maranhao"
602,2011-06-01,"Maranhao"
1024,2011-07-01,"Maranhao"
2138,2011-08-01,"Maranhao"
4632,2011-09-01,"Maranhao"
2404,2011-10-01,"Maranhao"
2261,2011-11-01,"Maranhao"
1629,2011-12-01,"Maranhao"
326,2012-01-01,"Maranhao"
46,2012-02-01,"Maranhao"
49,2012-03-01,"Maranhao"
97,2012-04-01,"Maranhao"
286,2012-05-01,"Maranhao"
915,2012-06-01,"Maranhao"
3548,2012-07-01,"Maranhao"
10395,2012-08-01,"Maranhao"
7626,2012-09-01,"Maranhao"
5,2012-10-01,"Maranhao"
2010,2012-11-01,"Maranhao"
1296,2012-12-01,"Maranhao"
209,2013-01-01,"Maranhao"
62,2013-02-01,"Maranhao"
30,2013-03-01,"Maranhao"
62,2013-04-01,"Maranhao"
100,2013-05-01,"Maranhao"
498,2013-06-01,"Maranhao"
1111,2013-07-01,"Maranhao"
2098,2013-08-01,"Maranhao"
3880,2013-09-01,"Maranhao"
2918,2013-10-01,"Maranhao"
2529,2013-11-01,"Maranhao"
2692,2013-12-01,"Maranhao"
195,2014-01-01,"Maranhao"
29,2014-02-01,"Maranhao"
59,2014-03-01,"Maranhao"
78,2014-04-01,"Maranhao"
148,2014-05-01,"Maranhao"
812,2014-06-01,"Maranhao"
2068,2014-07-01,"Maranhao"
5592,2014-08-01,"Maranhao"
4373,2014-09-01,"Maranhao"
5812,2014-10-01,"Maranhao"
3869,2014-11-01,"Maranhao"
2400,2014-12-01,"Maranhao"
494,2015-01-01,"Maranhao"
95,2015-02-01,"Maranhao"
53,2015-03-01,"Maranhao"
119,2015-04-01,"Maranhao"
194,2015-05-01,"Maranhao"
887,2015-06-01,"Maranhao"
1642,2015-07-01,"Maranhao"
5428,2015-08-01,"Maranhao"
6423,2015-09-01,"Maranhao"
6746,2015-10-01,"Maranhao"
4350,2015-11-01,"Maranhao"
3706,2015-12-01,"Maranhao"
412,2016-01-01,"Maranhao"
318,2016-02-01,"Maranhao"
113,2016-03-01,"Maranhao"
113,2016-04-01,"Maranhao"
206,2016-05-01,"Maranhao"
709,2016-06-01,"Maranhao"
2096,2016-07-01,"Maranhao"
3723,2016-08-01,"Maranhao"
3166,2016-09-01,"Maranhao"
5351,2016-10-01,"Maranhao"
3982,2016-11-01,"Maranhao"
1577,2016-12-01,"Maranhao"
187,2017-01-01,"Maranhao"
47,2017-02-01,"Maranhao"
32,2017-03-01,"Maranhao"
91,2017-04-01,"Maranhao"
142,2017-05-01,"Maranhao"
885,2017-06-01,"Maranhao"
2521,2017-07-01,"Maranhao"
3875,2017-08-01,"Maranhao"
14825,2017-09-01,"Maranhao"
6011,2017-10-01,"Maranhao"
2300,2017-11-01,"Maranhao"
0,1998-01-01,"Mato Grosso"
0,1998-01-01,"Mato Grosso"
0,1998-02-01,"Mato Grosso"
0,1998-02-01,"Mato Grosso"
0,1998-03-01,"Mato Grosso"
0,1998-03-01,"Mato Grosso"
0,1998-04-01,"Mato Grosso"
0,1998-04-01,"Mato Grosso"
0,1998-05-01,"Mato Grosso"
0,1998-05-01,"Mato Grosso"
82,1998-06-01,"Mato Grosso"
2201,1998-06-01,"Mato Grosso"
3712,1998-07-01,"Mato Grosso"
360,1998-07-01,"Mato Grosso"
15406,1998-08-01,"Mato Grosso"
228,1998-08-01,"Mato Grosso"
457,1998-09-01,"Mato Grosso"
10363,1998-09-01,"Mato Grosso"
576,1998-10-01,"Mato Grosso"
2707,1998-10-01,"Mato Grosso"
306,1998-11-01,"Mato Grosso"
182,1998-11-01,"Mato Grosso"
100,1998-12-01,"Mato Grosso"
76,1998-12-01,"Mato Grosso"
39,1999-01-01,"Mato Grosso"
239,1999-01-01,"Mato Grosso"
28,1999-02-01,"Mato Grosso"
69,1999-02-01,"Mato Grosso"
18,1999-03-01,"Mato Grosso"
100,1999-03-01,"Mato Grosso"
76,1999-04-01,"Mato Grosso"
97,1999-04-01,"Mato Grosso"
206,1999-05-01,"Mato Grosso"
731,1999-05-01,"Mato Grosso"
2201,1999-06-01,"Mato Grosso"
127,1999-06-01,"Mato Grosso"
1297,1999-07-01,"Mato Grosso"
3926,1999-07-01,"Mato Grosso"
4355,1999-08-01,"Mato Grosso"
18566,1999-08-01,"Mato Grosso"
2969,1999-09-01,"Mato Grosso"
11729,1999-09-01,"Mato Grosso"
2053,1999-10-01,"Mato Grosso"
6109,1999-10-01,"Mato Grosso"
1194,1999-11-01,"Mato Grosso"
842,1999-11-01,"Mato Grosso"
306,1999-12-01,"Mato Grosso"
47,1999-12-01,"Mato Grosso"
326,2000-01-01,"Mato Grosso"
44,2000-01-01,"Mato Grosso"
81,2000-02-01,"Mato Grosso"
35,2000-02-01,"Mato Grosso"
60,2000-03-01,"Mato Grosso"
23,2000-03-01,"Mato Grosso"
90,2000-04-01,"Mato Grosso"
59,2000-04-01,"Mato Grosso"
1194,2000-05-01,"Mato Grosso"
127,2000-05-01,"Mato Grosso"
157,2000-06-01,"Mato Grosso"
4358,2000-06-01,"Mato Grosso"
160,2000-07-01,"Mato Grosso"
1338,2000-07-01,"Mato Grosso"
6063,2000-08-01,"Mato Grosso"
530,2000-08-01,"Mato Grosso"
510,2000-09-01,"Mato Grosso"
6251,2000-09-01,"Mato Grosso"
657,2000-10-01,"Mato Grosso"
6062,2000-10-01,"Mato Grosso"
274,2000-11-01,"Mato Grosso"
502,2000-11-01,"Mato Grosso"
139,2000-12-01,"Mato Grosso"
98,2000-12-01,"Mato Grosso"
97,2001-01-01,"Mato Grosso"
44,2001-01-01,"Mato Grosso"
54,2001-02-01,"Mato Grosso"
89,2001-02-01,"Mato Grosso"
24,2001-03-01,"Mato Grosso"
39,2001-03-01,"Mato Grosso"
309,2001-04-01,"Mato Grosso"
108,2001-04-01,"Mato Grosso"
1193,2001-05-01,"Mato Grosso"
112,2001-05-01,"Mato Grosso"
6665,2001-06-01,"Mato Grosso"
249,2001-06-01,"Mato Grosso"
591,2001-07-01,"Mato Grosso"
1555,2001-07-01,"Mato Grosso"
2484,2001-08-01,"Mato Grosso"
7762,2001-08-01,"Mato Grosso"
1383,2001-09-01,"Mato Grosso"
